1|2|2025-08-29 13:29:31||100|
2|3|2025-08-29 13:29:38||100|
3|4|2025-08-29 14:33:26||100|
4|4|2025-08-29 14:35:00||100|
5|5|2025-08-29 14:36:53||100|
6|2|2025-08-29 14:38:23||100|
7|2|2025-08-29 14:40:28||100|
8|2|2025-08-29 14:45:25||100|
9|3|2025-08-29 14:45:31||100|
10|11|2025-08-31 17:17:41||100|
11|11|2025-08-31 18:25:41||100|
12|11|2025-08-31 18:27:23||100|
13|11|2025-08-31 18:28:47||100|
14|11|2025-08-31 18:32:08||100|
15|11|2025-08-31 18:39:10||100|
16|11|2025-08-31 18:40:06||100|
17|11|2025-08-31 18:41:41||100|
18|11|2025-08-31 18:41:57||100|
19|11|2025-08-31 18:42:40||100|
20|11|2025-08-31 18:46:46||100|
21|11|2025-08-31 18:46:46||100|
22|11|2025-08-31 18:48:55||100|
23|11|2025-08-31 18:48:55||100|
24|11|2025-08-31 18:49:52||100|
25|11|2025-08-31 18:49:52||100|
26|11|2025-08-31 18:50:45||100|
27|11|2025-08-31 18:50:45||100|
28|13|2025-08-31 18:54:39||100|
29|13|2025-08-31 18:54:39||100|
30|11|2025-08-31 19:03:38||100|
31|11|2025-08-31 19:03:38||100|
32|11|2025-08-31 19:08:53||100|
33|11|2025-08-31 19:08:53||100|
34|11|2025-08-31 19:12:48||100|
35|11|2025-08-31 19:12:48||100|
36|11|2025-08-31 19:20:07||100|
37|11|2025-08-31 19:20:07||100|
38|14|2025-08-31 19:30:23||100|
39|14|2025-08-31 19:30:23||100|
40|11|2025-08-31 19:39:45||100|
41|11|2025-08-31 19:39:45||100|
42|11|2025-08-31 19:54:57||100|
43|11|2025-08-31 19:54:57||100|
44|11|2025-08-31 20:01:22||100|
45|11|2025-08-31 20:01:22||100|
46|14|2025-08-31 20:13:13||100|
47|14|2025-08-31 20:13:13||100|
48|11|2025-08-31 20:32:59||100|
49|11|2025-08-31 20:32:59||100|
50|15|2025-08-31 20:33:48||100|
51|15|2025-08-31 20:33:48||100|
52|11|2025-08-31 20:54:21||100|
53|11|2025-08-31 20:54:21||100|
54|16|2025-08-31 21:35:28||100|
55|16|2025-08-31 21:35:28||100|
56|17|2025-08-31 21:37:33||100|
57|17|2025-08-31 21:37:33||100|
58|11|2025-08-31 21:47:27||100|
59|11|2025-08-31 21:47:27||100|
60|11|2025-08-31 21:52:35||100|
61|11|2025-08-31 21:52:35||100|
62|18|2025-08-31 21:53:48||100|
63|18|2025-08-31 21:53:48||100|
64|11|2025-08-31 22:12:02||100|
65|11|2025-08-31 22:12:02||100|
66|11|2025-08-31 22:16:23||100|
67|11|2025-08-31 22:16:23||100|
68|19|2025-08-31 22:20:35||100|
69|19|2025-08-31 22:20:35||100|
70|20|2025-08-31 22:24:58||100|
71|20|2025-08-31 22:24:58||100|
72|20|2025-08-31 22:26:14||100|
73|20|2025-08-31 22:26:14||100|
74|21|2025-08-31 22:48:47||100|
75|21|2025-08-31 22:48:47||100|
76|21|2025-08-31 22:51:59||100|
77|21|2025-08-31 22:51:59||100|
78|21|2025-08-31 23:03:49||100|
79|21|2025-08-31 23:03:49||100|
80|21|2025-08-31 23:05:39||100|
81|21|2025-08-31 23:05:39||100|
82|21|2025-08-31 23:10:44||100|
83|21|2025-08-31 23:10:44||100|
84|21|2025-08-31 23:15:04||100|
85|21|2025-08-31 23:15:04||100|
86|22|2025-08-31 23:25:40||100|
87|22|2025-08-31 23:25:40||100|
88|23|2025-08-31 23:40:54||100|
89|23|2025-08-31 23:40:54||100|
90|24|2025-08-31 23:42:42||100|
91|24|2025-08-31 23:42:42||100|
92|21|2025-08-31 23:48:56||100|
93|21|2025-08-31 23:48:56||100|
94|25|2025-08-31 23:50:11||100|
95|25|2025-08-31 23:50:11||100|
96|21|2025-08-31 23:51:49||100|
97|21|2025-08-31 23:51:49||100|
98|26|2025-08-31 23:56:45||100|
99|26|2025-08-31 23:56:45||100|
100|20|2025-08-31 23:56:56||100|
101|20|2025-08-31 23:56:56||100|
102|20|2025-08-31 23:58:18||100|
103|20|2025-08-31 23:58:18||100|
104|20|2025-09-01 00:00:55||100|
105|20|2025-09-01 00:00:55||100|
106|20|2025-09-01 00:03:21||100|
107|20|2025-09-01 00:03:21||100|
108|20|2025-09-01 00:05:43||100|
109|20|2025-09-01 00:05:43||100|
110|20|2025-09-01 00:07:40||100|
111|20|2025-09-01 00:07:40||100|
112|20|2025-09-01 00:08:18||100|
113|20|2025-09-01 00:08:18||100|
114|20|2025-09-01 00:12:26||100|
115|20|2025-09-01 00:12:26||100|
116|23|2025-09-01 00:15:00||100|
117|23|2025-09-01 00:15:00||100|
118|20|2025-09-01 00:19:47||100|
119|20|2025-09-01 00:19:47||100|
120|20|2025-09-01 00:21:38||100|
121|20|2025-09-01 00:21:38||100|
122|20|2025-09-01 00:23:15||100|
123|20|2025-09-01 00:23:15||100|
124|20|2025-09-01 00:23:51||100|
125|20|2025-09-01 00:23:51||100|
126|20|2025-09-01 00:27:07||100|
127|20|2025-09-01 00:27:07||100|
128|20|2025-09-01 00:30:19||100|
129|20|2025-09-01 00:30:19||100|
130|20|2025-09-01 00:32:56||100|
131|20|2025-09-01 00:32:56||100|
132|22|2025-09-01 00:33:48||100|
133|22|2025-09-01 00:33:48||100|
134|27|2025-09-01 00:48:31||100|
135|27|2025-09-01 00:48:31||100|
136|20|2025-09-01 00:52:43||100|
137|20|2025-09-01 00:52:43||100|
138|22|2025-09-01 00:56:49||100|
139|22|2025-09-01 00:56:49||100|
140|28|2025-09-01 00:58:07||100|
141|28|2025-09-01 00:58:07||100|
142|29|2025-09-01 01:01:09||100|
143|29|2025-09-01 01:01:09||100|
144|30|2025-09-01 01:10:13||100|
145|30|2025-09-01 01:10:13||100|
146|22|2025-09-01 01:11:57||100|
147|22|2025-09-01 01:11:57||100|
148|31|2025-09-01 01:13:02||100|
149|31|2025-09-01 01:13:02||100|
150|31|2025-09-01 01:16:27||100|
151|31|2025-09-01 01:16:27||100|
152|32|2025-09-01 01:17:22||100|
153|32|2025-09-01 01:17:22||100|
154|32|2025-09-01 01:18:29||100|
155|32|2025-09-01 01:18:29||100|
156|32|2025-09-01 01:19:27||100|
157|32|2025-09-01 01:19:27||100|
158|32|2025-09-01 01:20:16||100|
159|32|2025-09-01 01:20:16||100|
160|33|2025-09-01 01:20:29||100|
161|33|2025-09-01 01:20:29||100|
162|32|2025-09-01 01:23:19||100|
163|32|2025-09-01 01:23:19||100|
164|33|2025-09-01 01:24:02||100|
165|33|2025-09-01 01:24:02||100|
166|33|2025-09-01 01:25:30||100|
167|33|2025-09-01 01:25:30||100|
168|33|2025-09-01 01:27:57||100|
169|33|2025-09-01 01:27:57||100|
170|33|2025-09-01 01:37:42||100|
171|33|2025-09-01 01:37:42||100|
172|33|2025-09-01 01:43:06||100|
173|33|2025-09-01 01:43:06||100|
174|33|2025-09-01 01:45:50||100|
175|33|2025-09-01 01:45:50||100|
176|33|2025-09-01 01:47:19||100|
177|33|2025-09-01 01:47:19||100|
178|34|2025-09-01 01:53:14||100|
179|34|2025-09-01 01:53:14||100|
180|33|2025-09-01 01:55:22||100|
181|33|2025-09-01 01:55:22||100|
182|33|2025-09-01 01:57:40||100|
183|33|2025-09-01 01:57:40||100|
184|33|2025-09-01 01:58:42||100|
185|33|2025-09-01 01:58:42||100|
186|33|2025-09-01 02:00:54||100|
187|33|2025-09-01 02:00:54||100|
188|33|2025-09-01 02:01:35||100|
189|33|2025-09-01 02:01:35||100|
190|33|2025-09-01 02:06:04||100|
191|33|2025-09-01 02:06:04||100|
192|33|2025-09-01 02:08:53||100|
193|33|2025-09-01 02:08:53||100|
194|33|2025-09-01 02:10:23||100|
195|33|2025-09-01 02:10:23||100|
196|33|2025-09-01 02:12:46||100|
197|33|2025-09-01 02:12:46||100|
198|33|2025-09-01 02:16:10||100|
199|33|2025-09-01 02:16:10||100|
200|33|2025-09-01 02:17:11||100|
201|33|2025-09-01 02:17:11||100|
202|33|2025-09-01 02:21:59||100|
203|33|2025-09-01 02:21:59||100|
204|33|2025-09-01 02:28:05||100|
205|33|2025-09-01 02:28:05||100|
206|34|2025-09-01 02:29:30||100|
207|34|2025-09-01 02:29:30||100|
208|34|2025-09-01 02:33:57||100|
209|34|2025-09-01 02:33:57||100|
210|34|2025-09-01 02:34:57||100|
211|34|2025-09-01 02:34:57||100|
212|33|2025-09-01 02:36:18||100|
213|33|2025-09-01 02:36:18||100|
214|35|2025-09-01 02:37:14||100|
215|35|2025-09-01 02:37:14||100|
216|33|2025-09-01 02:39:18||100|
217|33|2025-09-01 02:39:18||100|
218|33|2025-09-01 02:40:14||100|
219|33|2025-09-01 02:40:14||100|
220|33|2025-09-01 02:40:43||100|
221|33|2025-09-01 02:40:43||100|
222|33|2025-09-01 02:42:02||100|
223|33|2025-09-01 02:42:02||100|
224|34|2025-09-01 02:43:58||100|
225|34|2025-09-01 02:43:58||100|
226|33|2025-09-01 02:46:44||100|
227|33|2025-09-01 02:46:44||100|
228|34|2025-09-01 02:49:48||100|
229|34|2025-09-01 02:49:48||100|
230|20|2025-09-01 02:50:25||100|
231|20|2025-09-01 02:50:25||100|
232|20|2025-09-01 02:51:14||100|
233|20|2025-09-01 02:51:14||100|
234|33|2025-09-01 02:54:02||100|
235|33|2025-09-01 02:54:02||100|
236|33|2025-09-01 02:55:19||100|
237|33|2025-09-01 02:55:19||100|
238|33|2025-09-01 02:55:49||100|
239|33|2025-09-01 02:55:49||100|
240|33|2025-09-01 02:56:28||100|
241|33|2025-09-01 02:56:28||100|
242|33|2025-09-01 03:03:22||100|
243|33|2025-09-01 03:03:22||100|
244|33|2025-09-01 03:04:13||100|
245|33|2025-09-01 03:04:13||100|
246|20|2025-09-01 03:05:13||100|
247|20|2025-09-01 03:05:13||100|
248|30|2025-09-01 04:09:36||100|
249|30|2025-09-01 04:09:36||100|
250|36|2025-09-01 04:10:03||100|
251|36|2025-09-01 04:10:03||100|
252|33|2025-09-01 04:11:17||100|
253|33|2025-09-01 04:11:17||100|
254|20|2025-09-01 04:12:02||100|
255|20|2025-09-01 04:12:02||100|
256|34|2025-09-01 04:13:06||100|
257|34|2025-09-01 04:13:06||100|
258|20|2025-09-01 04:13:11||100|
259|20|2025-09-01 04:13:11||100|
260|33|2025-09-01 04:14:34||100|
261|33|2025-09-01 04:14:34||100|
